,date,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,global_tilted_irradiance,terrestrial_radiation,cloud_cover,relative_humidity_2m,temperature_2m,wind_speed_10m,surface_pressure
5094,7/30/2024 6:00,363,127,236,199.3,363,845.7,100,80,20.4,12.2,973.2
5095,7/30/2024 7:00,318,64,254,87.9,318,966.6,100,79,20.6,17.7,973.5
5096,7/30/2024 8:00,300,45,255,57.2,300,1044.7,100,84,20.6,13.1,973.1
5097,7/30/2024 9:00,312,21,291,25.9,312,1074.7,100,84,20.5,16.4,972.8
5098,7/30/2024 10:00,328,46,282,57.9,328,1054.5,100,83,21.0,17.7,972.6
5099,7/30/2024 11:00,408,76,332,102.4,408,985.4,100,82,21.9,15.5,972.7
5100,7/30/2024 12:00,354,87,267,132.4,354,872.3,100,76,22.2,17.9,972.6
5101,7/30/2024 13:00,220,30,190,55.1,220,722.6,100,77,21.8,12.0,973.4
5102,7/30/2024 14:00,227,65,162,157.8,227,546.8,100,76,22.1,13.8,973.5
5103,7/30/2024 15:00,162,65,97,241.9,162,356.6,100,77,21.9,12.7,973.5
5104,7/30/2024 16:00,50,4,46,29.9,50,165.1,100,81,20.7,12.2,973.3
5105,7/30/2024 17:00,4,0,4,0.0,4,25.9,100,83,20.0,15.7,973.7
5106,7/30/2024 18:00,0,0,0,0.0,0,0.0,100,85,19.5,15.5,973.4
5107,7/30/2024 19:00,0,0,0,0.0,0,0.0,100,89,18.7,14.8,973.6
5108,7/30/2024 20:00,0,0,0,0.0,0,0.0,100,94,18.0,14.8,973.5
5109,7/30/2024 21:00,0,0,0,0.0,0,0.0,100,96,17.8,12.7,973.0
5110,7/30/2024 22:00,0,0,0,0.0,0,0.0,100,97,17.4,12.7,972.8
5111,7/30/2024 23:00,0,0,0,0.0,0,0.0,100,98,17.0,10.8,972.4
5112,7/31/2024 0:00,0,0,0,0.0,0,0.0,100,96,16.6,12.9,972.5
5113,7/31/2024 1:00,0,0,0,0.0,0,7.5,100,97,16.6,13.0,972.1
5114,7/31/2024 2:00,36,6,30,50.5,36,125.9,100,92,18.0,17.3,971.6
5115,7/31/2024 3:00,69,3,66,12.6,69,315.8,100,93,18.2,18.1,971.5
5116,7/31/2024 4:00,130,5,125,13.1,130,507.2,100,89,18.7,20.2,971.0
5117,7/31/2024 5:00,121,18,103,34.8,121,686.8,100,89,18.6,21.4,970.6
5118,7/31/2024 6:00,223,33,190,52.0,223,842.4,100,88,19.2,22.1,970.4
5119,7/31/2024 7:00,253,17,236,23.4,253,963.5,100,83,19.9,23.0,970.0
5120,7/31/2024 8:00,241,11,230,14.0,241,1041.7,62,86,18.5,17.6,970.3
5121,7/31/2024 9:00,492,245,247,303.5,492,1071.6,100,85,19.3,21.6,970.8
5122,7/31/2024 10:00,229,33,196,41.7,229,1051.4,56,87,18.2,10.0,971.2
5123,7/31/2024 11:00,507,328,179,443.3,507,982.2,42,82,19.6,18.6,970.9
5124,7/31/2024 12:00,494,352,142,537.9,494,868.8,10,74,20.6,17.7,971.4
5125,7/31/2024 13:00,413,304,109,561.4,413,718.9,53,65,21.0,15.7,971.5
5126,7/31/2024 14:00,254,151,103,369.4,254,542.7,23,68,20.8,14.4,971.8
5127,7/31/2024 15:00,166,102,64,384.5,166,352.2,15,71,20.1,9.3,971.6
5128,7/31/2024 16:00,63,31,32,234.9,63,160.3,7,77,18.6,6.6,971.9
5129,7/31/2024 17:00,4,1,3,16.2,4,23.5,6,83,17.0,7.1,972.1
5130,7/31/2024 18:00,0,0,0,0.0,0,0.0,100,87,15.8,5.9,972.0
5131,7/31/2024 19:00,0,0,0,0.0,0,0.0,100,87,15.6,6.6,972.0
5132,7/31/2024 20:00,0,0,0,0.0,0,0.0,99,88,15.1,6.4,971.8
5133,7/31/2024 21:00,0,0,0,0.0,0,0.0,98,90,14.3,5.7,971.7
5134,7/31/2024 22:00,0,0,0,0.0,0,0.0,88,90,13.9,6.0,971.5
5135,7/31/2024 23:00,0,0,0,0.0,0,0.0,100,92,13.0,7.7,971.5
5136,8/1/2024 0:00,0,0,0,0.0,0,0.0,87,92,13.2,5.9,971.8
5137,8/1/2024 1:00,1,0,1,0.0,1,5.2,51,95,13.1,5.0,971.5
5138,8/1/2024 2:00,44,13,31,111.0,44,121.4,18,93,14.2,5.9,971.9
5139,8/1/2024 3:00,162,101,61,430.2,162,311.7,7,89,16.2,5.2,972.3
5140,8/1/2024 4:00,306,224,82,590.9,306,503.3,1,82,18.4,5.7,972.2
5141,8/1/2024 5:00,452,359,93,697.7,452,683.2,21,73,20.2,7.7,971.9
5142,8/1/2024 6:00,556,436,120,689.9,556,839.1,57,73,19.9,10.8,971.9
5143,8/1/2024 7:00,551,342,209,472.9,551,960.3,59,73,20.4,11.2,971.7
5144,8/1/2024 8:00,665,453,212,579.2,665,1038.5,72,70,21.1,13.8,971.9
5145,8/1/2024 9:00,698,474,224,589.0,698,1068.5,91,78,19.9,12.7,972.0
5146,8/1/2024 10:00,484,163,321,206.5,484,1048.1,99,72,20.6,13.3,971.6
5147,8/1/2024 11:00,204,34,170,46.1,204,978.8,99,76,19.5,6.4,971.7
5148,8/1/2024 12:00,439,204,235,313.1,439,865.1,100,70,20.2,15.5,971.6
5149,8/1/2024 13:00,344,139,205,258.2,344,715.0,99,74,19.2,16.0,972.1
5150,8/1/2024 14:00,249,109,140,268.8,249,538.4,100,73,19.0,11.8,972.0
5151,8/1/2024 15:00,145,43,102,164.3,145,347.6,98,79,18.7,10.7,972.1
5152,8/1/2024 16:00,58,22,36,168.9,58,155.4,87,83,17.5,10.4,972.1
5153,8/1/2024 17:00,3,0,3,0.0,3,21.0,17,87,16.3,11.2,972.3
5154,8/1/2024 18:00,0,0,0,0.0,0,0.0,6,91,15.1,11.8,972.1
5155,8/1/2024 19:00,0,0,0,0.0,0,0.0,2,94,14.4,11.0,972.1
5156,8/1/2024 20:00,0,0,0,0.0,0,0.0,49,94,14.1,10.2,972.1
5157,8/1/2024 21:00,0,0,0,0.0,0,0.0,95,93,14.2,13.5,972.3
5158,8/1/2024 22:00,0,0,0,0.0,0,0.0,78,92,14.6,11.1,972.1
5159,8/1/2024 23:00,0,0,0,0.0,0,0.0,100,96,13.8,9.5,971.8
5160,8/2/2024 0:00,0,0,0,0.0,0,0.0,100,96,13.7,8.1,971.8
5161,8/2/2024 1:00,0,0,0,0.0,0,2.9,100,98,14.3,9.5,972.1
5162,8/2/2024 2:00,31,1,30,8.7,31,116.8,100,97,14.4,10.1,972.2
5163,8/2/2024 3:00,113,17,96,73.4,113,307.4,100,93,15.6,12.8,972.1
5164,8/2/2024 4:00,257,116,141,308.5,257,499.4,97,88,16.9,14.2,972.0
5165,8/2/2024 5:00,345,155,190,302.9,345,679.6,18,80,18.1,15.8,971.8
5166,8/2/2024 6:00,535,401,134,637.3,535,835.6,19,76,19.4,15.0,971.9
5167,8/2/2024 7:00,644,507,137,703.6,644,957.0,37,72,20.3,16.2,971.8
5168,8/2/2024 8:00,676,496,180,636.3,676,1035.3,55,69,20.6,16.8,971.5
5169,8/2/2024 9:00,668,435,233,542.3,668,1065.3,100,62,21.3,17.9,971.2
5170,8/2/2024 10:00,318,32,286,40.7,318,1044.8,69,73,19.5,15.1,971.2
5171,8/2/2024 11:00,572,378,194,514.8,572,975.3,99,63,21.1,15.9,970.9
5172,8/2/2024 12:00,225,51,174,78.6,225,861.4,90,82,17.9,15.8,971.2
5173,8/2/2024 13:00,251,58,193,108.4,251,710.9,68,76,18.2,9.9,971.6
5174,8/2/2024 14:00,280,152,128,378.0,280,534.1,81,75,18.1,13.5,971.4
5175,8/2/2024 15:00,149,57,92,220.8,149,342.9,100,80,17.5,8.9,971.3
5176,8/2/2024 16:00,54,15,39,116.8,54,150.4,49,86,16.4,9.2,971.4
5177,8/2/2024 17:00,2,0,2,0.0,2,18.5,21,85,15.6,8.7,971.5
5178,8/2/2024 18:00,0,0,0,0.0,0,0.0,3,90,14.4,7.8,971.2
5179,8/2/2024 19:00,0,0,0,0.0,0,0.0,10,92,13.9,8.0,971.0
5180,8/2/2024 20:00,0,0,0,0.0,0,0.0,3,94,13.3,7.4,970.9
5181,8/2/2024 21:00,0,0,0,0.0,0,0.0,17,94,12.9,7.5,971.0
5182,8/2/2024 22:00,0,0,0,0.0,0,0.0,26,95,12.6,5.5,970.8
5183,8/2/2024 23:00,0,0,0,0.0,0,0.0,8,96,12.1,5.4,970.6
5184,8/3/2024 0:00,0,0,0,0.0,0,0.0,12,97,12.2,6.6,970.6
5185,8/3/2024 1:00,0,0,0,0.0,0,0.5,26,98,12.3,6.0,970.8
5186,8/3/2024 2:00,39,16,23,140.6,39,112.2,59,97,12.8,8.7,971.0
5187,8/3/2024 3:00,142,69,73,302.4,142,303.1,100,91,14.3,11.6,971.0
5188,8/3/2024 4:00,221,63,158,168.9,221,495.4,100,87,15.4,12.1,971.1
5189,8/3/2024 5:00,301,72,229,141.5,301,675.8,100,83,16.4,10.0,971.3
5190,8/3/2024 6:00,354,84,270,134.1,354,832.1,100,82,17.0,10.0,971.4
5191,8/3/2024 7:00,475,166,309,231.2,475,953.6,100,79,17.8,11.4,971.8
5192,8/3/2024 8:00,525,223,302,287.1,525,1032.0,100,73,18.8,11.6,972.2
5193,8/3/2024 9:00,531,192,339,240.2,531,1062.0,100,69,19.3,11.5,972.4
5194,8/3/2024 10:00,374,60,314,76.5,374,1041.4,37,70,18.9,11.3,972.3
5195,8/3/2024 11:00,590,426,164,582.5,590,971.7,31,68,19.9,11.3,972.5
5196,8/3/2024 12:00,539,405,134,627.5,539,857.5,13,66,20.3,11.3,972.5
5197,8/3/2024 13:00,396,273,123,513.2,396,706.7,56,68,19.8,16.8,972.9
5198,8/3/2024 14:00,243,146,97,366.3,243,529.5,33,73,19.2,14.1,973.0
5199,8/3/2024 15:00,151,85,66,334.1,151,338.0,72,77,18.6,12.3,973.3
5200,8/3/2024 16:00,53,20,33,158.1,53,145.2,81,84,17.2,8.7,973.5
5201,8/3/2024 17:00,2,0,2,0.0,2,15.8,85,92,15.9,8.8,973.8
5202,8/3/2024 18:00,0,0,0,0.0,0,0.0,51,93,15.4,8.2,973.9
5203,8/3/2024 19:00,0,0,0,0.0,0,0.0,9,95,14.9,9.5,974.0
5204,8/3/2024 20:00,0,0,0,0.0,0,0.0,7,95,14.8,9.7,974.1
5205,8/3/2024 21:00,0,0,0,0.0,0,0.0,5,95,14.8,10.3,974.2
5206,8/3/2024 22:00,0,0,0,0.0,0,0.0,4,95,14.6,10.1,974.2
5207,8/3/2024 23:00,0,0,0,0.0,0,0.0,13,96,14.5,9.3,974.4
5208,8/4/2024 0:00,0,0,0,0.0,0,0.0,5,96,14.4,9.6,974.8
5209,8/4/2024 1:00,0,0,0,0.0,0,0.0,1,97,14.2,9.1,975.3
5210,8/4/2024 2:00,41,18,23,160.6,41,107.4,2,97,14.8,9.8,975.4
5211,8/4/2024 3:00,153,95,58,422.6,153,298.7,0,93,16.1,9.3,975.7
5212,8/4/2024 4:00,296,217,79,586.9,296,491.3,12,89,17.7,11.4,976.1
5213,8/4/2024 5:00,438,343,95,678.2,438,672.0,42,80,19.5,15.9,976.2
5214,8/4/2024 6:00,535,384,151,615.8,535,828.6,13,77,20.5,13.3,976.3
5215,8/4/2024 7:00,651,520,131,727.2,651,950.2,12,72,21.7,14.8,976.3
5216,8/4/2024 8:00,718,590,128,762.2,718,1028.7,100,67,22.5,16.2,976.5
5217,8/4/2024 9:00,552,215,337,269.9,552,1058.6,100,62,22.8,16.9,976.8
5218,8/4/2024 10:00,329,60,269,76.8,329,1037.9,66,65,22.0,17.0,977.0
5219,8/4/2024 11:00,537,331,206,454.4,537,967.9,23,63,22.9,16.3,977.0
5220,8/4/2024 12:00,536,421,115,655.5,536,853.5,23,63,23.2,16.3,976.9
5221,8/4/2024 13:00,368,235,133,444.6,368,702.4,74,58,23.4,16.2,977.1
5222,8/4/2024 14:00,289,201,88,508.9,289,524.9,7,60,23.0,10.4,977.0
5223,8/4/2024 15:00,174,115,59,458.9,174,333.0,12,67,22.0,7.2,977.1
5224,8/4/2024 16:00,55,26,29,208.7,55,139.9,11,72,20.1,7.0,977.0
5225,8/4/2024 17:00,2,0,2,0.0,2,13.1,100,73,19.0,8.7,977.4
5226,8/4/2024 18:00,0,0,0,0.0,0,0.0,99,70,19.2,8.3,977.5
5227,8/4/2024 19:00,0,0,0,0.0,0,0.0,85,72,18.8,6.7,977.1
5228,8/4/2024 20:00,0,0,0,0.0,0,0.0,100,80,17.1,6.1,977.0
5229,8/4/2024 21:00,0,0,0,0.0,0,0.0,100,79,17.6,5.0,977.0
5230,8/4/2024 22:00,0,0,0,0.0,0,0.0,100,80,17.5,5.9,977.1
5231,8/4/2024 23:00,0,0,0,0.0,0,0.0,100,84,17.2,5.7,977.4
5232,8/5/2024 0:00,0,0,0,0.0,0,0.0,100,87,16.9,2.6,977.5
5233,8/5/2024 1:00,0,0,0,0.0,0,0.0,100,95,16.5,2.3,977.8
5234,8/5/2024 2:00,13,0,13,0.0,13,102.6,100,94,16.8,4.2,977.8
5235,8/5/2024 3:00,26,0,26,0.0,26,294.3,100,92,17.3,4.4,977.9
5236,8/5/2024 4:00,31,0,31,0.0,31,487.2,100,92,17.3,6.0,977.9
5237,8/5/2024 5:00,88,0,88,0.0,88,668.2,100,92,17.8,6.4,977.7
5238,8/5/2024 6:00,106,1,105,1.6,106,824.9,100,87,18.1,5.9,977.6
5239,8/5/2024 7:00,196,9,187,12.6,196,946.7,100,84,18.8,4.2,977.5
5240,8/5/2024 8:00,521,204,317,264.5,521,1025.2,100,74,20.5,5.9,977.7
5241,8/5/2024 9:00,327,47,280,59.2,327,1055.1,100,75,20.4,7.8,977.7
5242,8/5/2024 10:00,108,0,108,0.0,108,1034.2,100,87,19.2,6.4,977.7
5243,8/5/2024 11:00,203,4,199,5.5,203,964.1,100,84,19.6,8.7,977.6
5244,8/5/2024 12:00,247,22,225,34.4,247,849.4,100,83,19.6,11.1,977.7
5245,8/5/2024 13:00,329,200,129,380.9,329,697.9,45,73,20.6,14.5,978.1
5246,8/5/2024 14:00,233,138,95,352.7,233,520.1,41,77,20.2,12.5,978.1
5247,8/5/2024 15:00,144,77,67,312.2,144,327.9,26,80,19.8,9.2,978.4
5248,8/5/2024 16:00,46,18,28,146.9,46,134.4,66,84,18.6,9.4,978.9
5249,8/5/2024 17:00,1,0,1,0.0,1,10.4,77,87,18.0,7.9,978.9
5250,8/5/2024 18:00,0,0,0,0.0,0,0.0,99,92,16.8,5.5,978.6
5251,8/5/2024 19:00,0,0,0,0.0,0,0.0,100,93,16.1,6.6,978.1
5252,8/5/2024 20:00,0,0,0,0.0,0,0.0,90,94,15.6,5.2,977.9
5253,8/5/2024 21:00,0,0,0,0.0,0,0.0,100,96,14.8,5.2,978.0
5254,8/5/2024 22:00,0,0,0,0.0,0,0.0,100,96,15.3,6.6,978.5
5255,8/5/2024 23:00,0,0,0,0.0,0,0.0,98,97,15.1,5.9,978.6
5256,8/6/2024 0:00,0,0,0,0.0,0,0.0,0,97,14.9,5.8,978.4
5257,8/6/2024 1:00,0,0,0,0.0,0,0.0,100,100,13.6,8.0,978.4
5258,8/6/2024 2:00,29,5,24,46.1,29,97.7,100,99,15.2,4.6,978.5
5259,8/6/2024 3:00,91,9,82,41.3,91,289.7,100,99,16.0,2.8,978.6
5260,8/6/2024 4:00,187,43,144,118.4,187,483.0,100,99,17.1,3.1,978.4
5261,8/6/2024 5:00,323,127,196,254.2,323,664.2,91,91,19.0,0.4,978.4
5262,8/6/2024 6:00,548,410,138,663.8,548,821.2,23,81,21.0,1.6,978.7
5263,8/6/2024 7:00,673,569,104,802.2,673,943.1,19,68,22.5,1.1,978.5
5264,8/6/2024 8:00,675,547,128,711.9,675,1021.7,19,61,23.3,1.5,978.4
5265,8/6/2024 9:00,704,566,138,715.7,704,1051.5,31,58,23.8,2.6,978.0
5266,8/6/2024 10:00,676,533,143,687.7,676,1030.5,62,56,24.1,3.8,978.3
5267,8/6/2024 11:00,617,480,137,664.7,617,960.1,100,56,24.2,5.8,977.8
5268,8/6/2024 12:00,471,289,182,454.7,471,845.1,100,56,24.0,5.6,977.6
5269,8/6/2024 13:00,416,318,98,609.8,416,693.4,16,53,24.4,3.3,977.9
5270,8/6/2024 14:00,289,200,89,516.3,289,515.1,40,55,24.0,2.2,977.8
5271,8/6/2024 15:00,148,90,58,371.0,148,322.6,49,59,23.1,1.6,977.9
5272,8/6/2024 16:00,36,14,22,116.2,36,128.8,41,74,20.6,5.1,978.3
5273,8/6/2024 17:00,1,0,1,0.0,1,7.5,19,81,18.4,6.8,978.1
5274,8/6/2024 18:00,0,0,0,0.0,0,0.0,7,85,17.8,5.6,977.8
5275,8/6/2024 19:00,0,0,0,0.0,0,0.0,5,91,16.0,7.3,977.8
5276,8/6/2024 20:00,0,0,0,0.0,0,0.0,14,93,15.5,6.2,977.9
5277,8/6/2024 21:00,0,0,0,0.0,0,0.0,21,93,15.3,5.1,977.6
5278,8/6/2024 22:00,0,0,0,0.0,0,0.0,5,93,14.9,4.8,977.6
5279,8/6/2024 23:00,0,0,0,0.0,0,0.0,36,93,14.7,4.8,977.3
5280,8/7/2024 0:00,0,0,0,0.0,0,0.0,100,93,14.6,5.4,977.4
5281,8/7/2024 1:00,0,0,0,0.0,0,0.0,65,96,14.4,4.8,977.6
5282,8/7/2024 2:00,35,14,21,131.1,35,92.8,0,94,15.4,7.1,977.7
5283,8/7/2024 3:00,149,96,53,447.8,149,285.1,5,88,17.8,6.1,978.1
5284,8/7/2024 4:00,291,218,73,605.7,291,478.7,63,83,20.2,4.4,978.5
5285,8/7/2024 5:00,431,342,89,688.9,431,660.2,64,74,22.0,5.9,978.4
5286,8/7/2024 6:00,554,442,112,719.2,554,817.4,98,67,23.1,7.9,978.2
5287,8/7/2024 7:00,628,458,170,648.4,628,939.4,100,66,23.8,7.6,978.5
5288,8/7/2024 8:00,681,475,206,620.6,681,1018.0,61,65,24.1,6.0,978.4
5289,8/7/2024 9:00,715,539,176,684.2,715,1047.8,21,63,24.5,5.6,978.2
5290,8/7/2024 10:00,680,548,132,709.9,680,1026.7,33,61,24.9,6.2,978.1
5291,8/7/2024 11:00,542,404,138,562.0,542,956.1,50,60,24.6,5.5,978.0
5292,8/7/2024 12:00,412,227,185,359.1,412,840.8,28,60,24.4,5.1,977.5
5293,8/7/2024 13:00,244,78,166,150.6,244,688.7,91,71,22.5,3.6,978.5
5294,8/7/2024 14:00,170,51,119,133.0,170,510.1,73,73,22.5,3.9,978.2
5295,8/7/2024 15:00,147,70,77,293.6,147,317.1,27,81,22.0,2.1,978.3
5296,8/7/2024 16:00,46,19,27,160.4,46,123.0,9,83,20.1,6.0,978.2
5297,8/7/2024 17:00,1,0,1,0.0,1,4.6,2,89,18.6,5.3,977.9
5298,8/7/2024 18:00,0,0,0,0.0,0,0.0,1,92,17.9,7.5,978.0
5299,8/7/2024 19:00,0,0,0,0.0,0,0.0,1,93,17.2,7.0,977.9
5300,8/7/2024 20:00,0,0,0,0.0,0,0.0,0,95,16.5,6.4,977.8
5301,8/7/2024 21:00,0,0,0,0.0,0,0.0,0,96,15.9,6.3,977.8
5302,8/7/2024 22:00,0,0,0,0.0,0,0.0,0,96,15.4,6.6,977.9
5303,8/7/2024 23:00,0,0,0,0.0,0,0.0,0,96,15.1,6.4,978.0
5304,8/8/2024 0:00,0,0,0,0.0,0,0.0,0,96,14.6,5.8,978.1
5305,8/8/2024 1:00,0,0,0,0.0,0,0.0,4,96,14.6,6.8,978.4
5306,8/8/2024 2:00,33,14,19,133.4,33,87.8,8,95,15.4,8.9,978.7
5307,8/8/2024 3:00,141,85,56,403.2,141,280.5,4,92,17.4,8.3,979.0
5308,8/8/2024 4:00,282,205,77,575.0,282,474.3,0,87,19.4,7.0,979.0
5309,8/8/2024 5:00,430,343,87,695.4,430,656.2,0,80,21.4,7.2,979.2
5310,8/8/2024 6:00,560,464,96,758.8,560,813.5,23,72,22.5,7.4,979.3
5311,8/8/2024 7:00,624,486,138,691.0,624,935.7,15,67,23.3,5.9,979.4
5312,8/8/2024 8:00,710,588,122,771.2,710,1014.3,18,63,24.1,5.5,979.4
5313,8/8/2024 9:00,682,552,130,703.4,682,1044.0,25,60,24.5,6.2,979.3
5314,8/8/2024 10:00,661,522,139,679.1,661,1022.7,42,59,24.5,6.2,979.0
5315,8/8/2024 11:00,551,422,129,589.8,551,951.9,44,61,24.0,7.4,978.8
5316,8/8/2024 12:00,480,322,158,512.3,480,836.3,23,61,24.1,8.3,978.6
5317,8/8/2024 13:00,342,219,123,426.1,342,683.9,29,56,24.0,8.5,979.0
5318,8/8/2024 14:00,241,148,93,390.0,241,504.9,26,61,23.2,11.9,979.4
5319,8/8/2024 15:00,143,84,59,358.7,143,311.6,22,71,21.4,10.8,979.4
5320,8/8/2024 16:00,44,19,25,163.4,44,117.1,9,81,19.2,5.5,979.6
5321,8/8/2024 17:00,0,0,0,0.0,0,1.6,9,88,17.9,5.6,979.5
5322,8/8/2024 18:00,0,0,0,0.0,0,0.0,8,92,17.2,7.4,979.3
5323,8/8/2024 19:00,0,0,0,0.0,0,0.0,0,94,17.0,10.6,979.3
5324,8/8/2024 20:00,0,0,0,0.0,0,0.0,50,95,16.7,9.6,979.4
5325,8/8/2024 21:00,0,0,0,0.0,0,0.0,11,96,16.1,7.4,979.4
5326,8/8/2024 22:00,0,0,0,0.0,0,0.0,1,97,15.9,9.3,979.4
5327,8/8/2024 23:00,0,0,0,0.0,0,0.0,0,97,15.6,8.8,979.4
5328,8/9/2024 0:00,0,0,0,0.0,0,0.0,6,98,15.4,8.0,979.6
5329,8/9/2024 1:00,0,0,0,0.0,0,0.0,100,100,16.5,11.2,979.8
5330,8/9/2024 2:00,15,1,14,9.7,15,82.7,100,99,16.5,11.5,979.7
5331,8/9/2024 3:00,61,3,58,14.5,61,275.7,100,98,16.6,11.7,980.0
5332,8/9/2024 4:00,131,14,117,39.6,131,469.9,100,91,17.9,10.5,979.8
5333,8/9/2024 5:00,239,69,170,140.8,239,652.0,100,85,19.4,8.7,979.9
5334,8/9/2024 6:00,367,103,264,169.3,367,809.6,100,79,20.8,8.2,980.3
5335,8/9/2024 7:00,359,79,280,112.8,359,931.9,97,76,21.2,6.6,979.9
5336,8/9/2024 8:00,617,384,233,505.7,617,1010.5,100,71,22.5,6.3,979.9
5337,8/9/2024 9:00,504,178,326,227.8,504,1040.2,100,69,22.7,9.4,979.5
5338,8/9/2024 10:00,502,151,351,197.3,502,1018.7,100,67,22.3,14.1,979.6
5339,8/9/2024 11:00,316,72,244,101.1,316,947.6,100,82,19.7,5.2,979.5
5340,8/9/2024 12:00,356,110,246,176.0,356,831.7,99,78,21.0,7.2,979.0
5341,8/9/2024 13:00,272,123,149,241.1,272,678.9,100,77,20.0,9.5,980.0
5342,8/9/2024 14:00,85,5,80,13.3,85,499.6,100,81,19.2,7.0,979.6
5343,8/9/2024 15:00,91,5,86,21.8,91,305.9,100,83,18.8,11.2,980.0
5344,8/9/2024 16:00,16,0,16,0.0,16,111.1,100,89,17.6,9.8,980.0
5345,8/9/2024 17:00,0,0,0,0.0,0,0.0,100,93,16.8,8.3,980.2
5346,8/9/2024 18:00,0,0,0,0.0,0,0.0,100,95,16.6,10.5,980.0
5347,8/9/2024 19:00,0,0,0,0.0,0,0.0,100,94,16.7,11.6,979.9
5348,8/9/2024 20:00,0,0,0,0.0,0,0.0,100,92,16.5,11.9,979.7
5349,8/9/2024 21:00,0,0,0,0.0,0,0.0,100,91,16.7,12.3,979.5
5350,8/9/2024 22:00,0,0,0,0.0,0,0.0,100,92,16.8,11.3,979.5
5351,8/9/2024 23:00,0,0,0,0.0,0,0.0,100,92,16.8,12.0,979.3
5352,8/10/2024 0:00,0,0,0,0.0,0,0.0,100,91,16.8,13.8,979.3
5353,8/10/2024 1:00,0,0,0,0.0,0,0.0,100,92,15.9,13.3,979.8
5354,8/10/2024 2:00,7,0,7,0.0,7,77.6,100,91,15.6,13.1,980.3
5355,8/10/2024 3:00,55,3,52,14.7,55,271.0,100,89,15.6,13.4,980.4
5356,8/10/2024 4:00,84,0,84,0.0,84,465.5,100,88,15.6,11.9,980.4
5357,8/10/2024 5:00,124,5,119,10.3,124,647.9,100,85,16.1,13.4,980.4
5358,8/10/2024 6:00,256,55,201,90.9,256,805.6,100,79,17.1,16.8,980.4
5359,8/10/2024 7:00,338,64,274,91.8,338,928.0,100,74,18.2,16.6,980.1
5360,8/10/2024 8:00,376,82,294,108.4,376,1006.7,100,72,18.8,18.2,980.3
5361,8/10/2024 9:00,383,59,324,75.8,383,1036.2,100,72,19.0,18.0,980.2
5362,8/10/2024 10:00,275,71,204,93.2,275,1014.6,100,74,18.5,16.8,980.0
5363,8/10/2024 11:00,197,7,190,9.9,197,943.3,100,77,17.9,15.1,979.9
5364,8/10/2024 12:00,271,40,231,64.4,271,827.1,100,78,17.9,14.1,979.8
5365,8/10/2024 13:00,140,10,130,19.8,140,673.9,100,82,17.0,11.4,980.4
5366,8/10/2024 14:00,74,2,72,5.4,74,494.2,100,85,16.7,10.8,980.0
5367,8/10/2024 15:00,46,0,46,0.0,46,300.2,100,88,16.5,10.4,979.9
5368,8/10/2024 16:00,17,2,15,17.9,17,105.0,100,91,16.0,9.0,979.5
5369,8/10/2024 17:00,0,0,0,0.0,0,0.0,100,93,15.6,9.7,979.3
5370,8/10/2024 18:00,0,0,0,0.0,0,0.0,94,94,15.6,8.6,979.0
5371,8/10/2024 19:00,0,0,0,0.0,0,0.0,100,96,15.1,6.2,978.5
5372,8/10/2024 20:00,0,0,0,0.0,0,0.0,100,96,15.1,6.7,978.1
5373,8/10/2024 21:00,0,0,0,0.0,0,0.0,100,96,15.1,6.1,977.6
5374,8/10/2024 22:00,0,0,0,0.0,0,0.0,100,97,14.8,3.9,977.2
5375,8/10/2024 23:00,0,0,0,0.0,0,0.0,100,97,14.4,3.4,976.7
5376,8/11/2024 0:00,0,0,0,0.0,0,0.0,98,99,13.9,3.1,976.4
5377,8/11/2024 1:00,0,0,0,0.0,0,0.0,100,100,14.4,2.3,976.7
5378,8/11/2024 2:00,15,1,14,10.1,15,73.2,100,99,14.7,2.4,976.7
5379,8/11/2024 3:00,74,5,69,25.0,74,266.1,96,97,15.3,2.5,976.4
5380,8/11/2024 4:00,199,87,112,251.3,199,461.0,100,90,16.2,3.7,976.1
5381,8/11/2024 5:00,317,153,164,316.6,317,643.6,98,86,17.2,3.1,976.1
5382,8/11/2024 6:00,315,125,190,207.7,315,801.6,100,80,18.1,5.6,976.0
5383,8/11/2024 7:00,284,68,216,98.0,284,924.1,100,78,18.4,6.2,975.8
5384,8/11/2024 8:00,429,135,294,179.3,429,1002.8,100,73,19.5,5.9,975.6
5385,8/11/2024 9:00,398,89,309,114.8,398,1032.2,100,72,19.8,5.0,975.6
5386,8/11/2024 10:00,267,42,225,55.4,267,1010.4,85,79,18.1,6.3,975.3
5387,8/11/2024 11:00,334,164,170,232.7,334,938.8,82,83,17.6,4.1,975.3
5388,8/11/2024 12:00,291,125,166,202.5,291,822.3,33,80,18.2,2.8,975.0
5389,8/11/2024 13:00,370,262,108,521.8,370,668.8,45,78,18.0,11.4,975.3
5390,8/11/2024 14:00,216,124,92,338.0,216,488.7,51,78,17.9,10.3,975.2
5391,8/11/2024 15:00,133,72,61,325.9,133,294.3,25,84,17.2,6.0,975.2
5392,8/11/2024 16:00,35,14,21,127.8,35,98.8,16,85,16.8,4.5,975.1
5393,8/11/2024 17:00,0,0,0,0.0,0,0.0,10,87,16.3,3.3,975.1
5394,8/11/2024 18:00,0,0,0,0.0,0,0.0,4,91,15.6,2.3,974.5
